bowler,batting_team,season,Innings,bowler's_wicket,bowler's_runs,valid_ball,overs,economy
Ishwar Pandey,Kolkata Knight Riders,2013,1,1,17,12,2.0,8.5
Ishwar Pandey,Kolkata Knight Riders,2014,2,1,51,36,6.0,8.5
Ishwar Pandey,Kolkata Knight Riders,2015,1,1,18,12,2.0,9.0
Ishwar Pandey,Mumbai Indians,2014,3,1,80,66,11.0,7.27
Ishwar Pandey,Mumbai Indians,2015,1,1,22,18,3.0,7.33
Ishwar Pandey,Punjab Kings,2014,2,1,76,48,8.0,9.5
Ishwar Pandey,Punjab Kings,2015,2,2,39,30,5.0,7.8
Ishwar Pandey,Rajasthan Royals,2014,2,1,40,42,7.0,5.71
Ishwar Pandey,Rajasthan Royals,2015,1,0,12,12,2.0,6.0
Ishwar Pandey,Royal Challengers Bangalore,2013,1,0,33,12,2.0,16.5
Ishwar Pandey,Royal Challengers Bangalore,2015,2,3,49,48,8.0,6.12
Ishwar Pandey,Sunrisers Hyderabad,2014,1,0,22,18,3.0,7.33
Ishwar Pandey,Sunrisers Hyderabad,2015,1,1,26,18,3.0,8.67
Isuru Udana,Chennai Super Kings,2020,1,1,30,24,4.0,7.5
Isuru Udana,Delhi Capitals,2020,2,1,64,36,6.0,10.67
Isuru Udana,Kolkata Knight Riders,2020,2,1,25,18,3.0,8.33
Isuru Udana,Mumbai Indians,2020,1,2,45,24,4.0,11.25
Isuru Udana,Punjab Kings,2020,1,0,14,12,2.0,7.0
Isuru Udana,Rajasthan Royals,2020,2,2,84,42,7.0,12.0
Isuru Udana,Sunrisers Hyderabad,2020,1,1,20,18,3.0,6.67
JP Duminy,Chennai Super Kings,2009,1,0,9,12,2.0,4.5
JP Duminy,Chennai Super Kings,2011,1,0,21,18,3.0,7.0
JP Duminy,Chennai Super Kings,2014,1,0,26,24,4.0,6.5
JP Duminy,Chennai Super Kings,2015,1,1,15,12,2.0,7.5
JP Duminy,Delhi Capitals,2009,2,1,29,33,5.3,5.47
JP Duminy,Delhi Capitals,2011,1,0,11,6,1.0,11.0
JP Duminy,Delhi Capitals,2012,1,0,33,18,3.0,11.0
JP Duminy,Gujarat Lions,2016,2,1,18,18,3.0,6.0
JP Duminy,Kolkata Knight Riders,2010,1,0,22,15,2.3,9.57
JP Duminy,Kolkata Knight Riders,2011,1,1,23,12,2.0,11.5
JP Duminy,Kolkata Knight Riders,2012,1,0,1,0,0.0,inf
JP Duminy,Kolkata Knight Riders,2014,2,0,49,30,5.0,9.8
JP Duminy,Kolkata Knight Riders,2015,2,0,26,12,2.0,13.0
JP Duminy,Mumbai Indians,2011,1,1,3,12,2.0,1.5
JP Duminy,Mumbai Indians,2012,1,1,8,6,1.0,8.0
JP Duminy,Mumbai Indians,2014,2,0,44,42,7.0,6.29
JP Duminy,Mumbai Indians,2015,1,0,14,6,1.0,14.0
JP Duminy,Pune Warriors India,2011,2,1,41,24,4.0,10.25
JP Duminy,Pune Warriors India,2012,2,0,49,36,6.0,8.17
JP Duminy,Punjab Kings,2009,2,3,38,42,7.0,5.43
JP Duminy,Punjab Kings,2010,1,1,15,18,3.0,5.0
JP Duminy,Punjab Kings,2011,2,1,44,36,6.0,7.33
JP Duminy,Punjab Kings,2014,2,2,42,36,6.0,7.0
JP Duminy,Punjab Kings,2015,2,3,31,36,6.0,5.17
JP Duminy,Punjab Kings,2018,1,0,8,6,1.0,8.0
JP Duminy,Rajasthan Royals,2009,1,0,17,18,3.0,5.67
JP Duminy,Rajasthan Royals,2012,1,0,13,12,2.0,6.5
JP Duminy,Rajasthan Royals,2014,1,1,25,18,3.0,8.33
JP Duminy,Rising Pune Supergiant,2016,1,0,9,6,1.0,9.0
JP Duminy,Royal Challengers Bangalore,2014,2,0,35,36,6.0,5.83
JP Duminy,Royal Challengers Bangalore,2015,1,0,7,6,1.0,7.0
JP Duminy,Royal Challengers Bangalore,2018,1,0,28,12,2.0,14.0
JP Duminy,Sunrisers Hyderabad,2014,1,0,19,12,2.0,9.5
JP Duminy,Sunrisers Hyderabad,2015,2,4,33,30,5.0,6.6
JP Duminy,Sunrisers Hyderabad,2016,2,1,28,18,3.0,9.33
Jacob Oram,Deccan Chargers,2009,1,0,28,18,3.0,9.33
Jacob Oram,Deccan Chargers,2011,1,0,13,12,2.0,6.5
Jacob Oram,Delhi Capitals,2009,1,0,14,6,1.0,14.0
Jacob Oram,Kochi Tuskers Kerala,2011,1,1,32,12,2.0,16.0
Jacob Oram,Kolkata Knight Riders,2008,1,3,32,24,4.0,8.0
Jacob Oram,Mumbai Indians,2008,1,0,53,24,4.0,13.25
Jacob Oram,Mumbai Indians,2009,1,1,30,24,4.0,7.5
Jacob Oram,Punjab Kings,2008,1,0,37,24,4.0,9.25
Jacob Oram,Rajasthan Royals,2009,2,2,35,30,5.0,7.0
Jacob Oram,Royal Challengers Bangalore,2008,1,0,27,24,4.0,6.75
Jacob Oram,Royal Challengers Bangalore,2009,2,2,26,15,2.3,11.3
Jacob Oram,Royal Challengers Bangalore,2013,1,0,22,24,4.0,5.5
Jacques Kallis,Chennai Super Kings,2008,2,0,51,48,8.0,6.38
Jacques Kallis,Chennai Super Kings,2009,3,3,72,60,10.0,7.2
Jacques Kallis,Chennai Super Kings,2010,2,1,50,42,7.0,7.14
Jacques Kallis,Chennai Super Kings,2011,2,2,43,24,4.0,10.75
Jacques Kallis,Chennai Super Kings,2012,3,3,80,66,11.0,7.27
Jacques Kallis,Chennai Super Kings,2013,2,1,82,48,8.0,10.25
Jacques Kallis,Chennai Super Kings,2014,1,0,10,6,1.0,10.0
Jacques Kallis,Deccan Chargers,2008,2,1,54,32,5.2,10.38
Jacques Kallis,Deccan Chargers,2009,3,0,51,42,7.0,7.29
Jacques Kallis,Deccan Chargers,2010,3,2,75,60,10.0,7.5
Jacques Kallis,Deccan Chargers,2011,1,1,12,12,2.0,6.0
Jacques Kallis,Deccan Chargers,2012,1,0,16,12,2.0,8.0
Jacques Kallis,Delhi Capitals,2008,2,2,55,36,6.0,9.17
Jacques Kallis,Delhi Capitals,2009,2,1,54,42,7.0,7.71
Jacques Kallis,Delhi Capitals,2010,2,0,62,42,7.0,8.86
Jacques Kallis,Delhi Capitals,2011,1,0,11,12,2.0,5.5
Jacques Kallis,Delhi Capitals,2012,3,5,67,66,11.0,6.09
Jacques Kallis,Delhi Capitals,2013,2,1,52,36,6.0,8.67
Jacques Kallis,Delhi Capitals,2014,2,2,53,36,6.0,8.83
Jacques Kallis,Kochi Tuskers Kerala,2011,1,0,21,18,3.0,7.0
Jacques Kallis,Kolkata Knight Riders,2008,1,1,48,24,4.0,12.0
Jacques Kallis,Kolkata Knight Riders,2009,1,0,40,24,4.0,10.0
Jacques Kallis,Kolkata Knight Riders,2010,2,2,65,42,7.0,9.29
Jacques Kallis,Mumbai Indians,2008,1,0,43,18,3.0,14.33
Jacques Kallis,Mumbai Indians,2009,2,0,46,42,7.0,6.57
Jacques Kallis,Mumbai Indians,2010,3,3,101,60,10.0,10.1
Jacques Kallis,Mumbai Indians,2011,1,2,18,24,4.0,4.5
Jacques Kallis,Mumbai Indians,2012,2,2,72,48,8.0,9.0
Jacques Kallis,Mumbai Indians,2013,1,0,21,18,3.0,7.0
Jacques Kallis,Mumbai Indians,2014,1,0,23,18,3.0,7.67
Jacques Kallis,Pune Warriors India,2011,1,0,18,12,2.0,9.0
Jacques Kallis,Pune Warriors India,2012,1,1,16,12,2.0,8.0
Jacques Kallis,Pune Warriors India,2013,2,3,75,48,8.0,9.38
Jacques Kallis,Punjab Kings,2008,1,0,14,18,3.0,4.67
Jacques Kallis,Punjab Kings,2009,2,1,70,42,7.0,10.0
Jacques Kallis,Punjab Kings,2010,2,2,84,48,8.0,10.5
Jacques Kallis,Punjab Kings,2012,2,0,53,42,7.0,7.57
Jacques Kallis,Punjab Kings,2013,2,5,38,48,8.0,4.75
Jacques Kallis,Punjab Kings,2014,2,1,70,42,7.0,10.0
Jacques Kallis,Rajasthan Royals,2008,2,0,46,30,5.0,9.2
Jacques Kallis,Rajasthan Royals,2009,1,1,20,24,4.0,5.0
Jacques Kallis,Rajasthan Royals,2010,2,3,39,48,8.0,4.88
Jacques Kallis,Rajasthan Royals,2011,1,0,31,24,4.0,7.75
Jacques Kallis,Rajasthan Royals,2012,2,0,61,42,7.0,8.71
Jacques Kallis,Rajasthan Royals,2013,2,1,53,42,7.0,7.57
Jacques Kallis,Rajasthan Royals,2014,1,0,4,6,1.0,4.0
Jacques Kallis,Royal Challengers Bangalore,2011,1,2,16,18,3.0,5.33
Jacques Kallis,Royal Challengers Bangalore,2012,2,4,38,36,6.0,6.33
Jacques Kallis,Royal Challengers Bangalore,2013,2,2,47,48,8.0,5.88
Jacques Kallis,Royal Challengers Bangalore,2014,1,1,26,24,4.0,6.5
Jacques Kallis,Sunrisers Hyderabad,2013,2,3,26,30,5.0,5.2
Jagadeesha Suchith,Chennai Super Kings,2015,3,2,72,48,8.0,9.0
Jagadeesha Suchith,Chennai Super Kings,2019,1,2,28,24,4.0,7.0
Jagadeesha Suchith,Delhi Capitals,2015,1,1,24,18,3.0,8.0
Jagadeesha Suchith,Kolkata Knight Riders,2015,1,1,23,12,2.0,11.5
Jagadeesha Suchith,Kolkata Knight Riders,2016,1,0,31,12,2.0,15.5
Jagadeesha Suchith,Punjab Kings,2015,2,2,74,48,8.0,9.25
Jagadeesha Suchith,Rajasthan Royals,2015,2,1,70,48,8.0,8.75
Jagadeesha Suchith,Royal Challengers Bangalore,2015,1,0,35,18,3.0,11.67
Jagadeesha Suchith,Sunrisers Hyderabad,2015,2,3,39,42,7.0,5.57
James Faulkner,Chennai Super Kings,2013,2,3,43,48,8.0,5.38
James Faulkner,Chennai Super Kings,2014,2,2,75,40,6.4,11.72
James Faulkner,Chennai Super Kings,2015,2,1,66,48,8.0,8.25
James Faulkner,Delhi Capitals,2011,1,1,9,12,2.0,4.5
James Faulkner,Delhi Capitals,2013,1,1,38,24,4.0,9.5
James Faulkner,Delhi Capitals,2014,2,3,32,30,5.0,6.4
James Faulkner,Delhi Capitals,2015,2,2,77,48,8.0,9.62
James Faulkner,Delhi Capitals,2016,2,1,32,18,3.0,10.67
James Faulkner,Delhi Capitals,2017,2,2,74,39,6.3,11.75
James Faulkner,Kolkata Knight Riders,2013,1,0,16,24,4.0,4.0
James Faulkner,Kolkata Knight Riders,2014,2,3,38,36,6.0,6.33
James Faulkner,Kolkata Knight Riders,2015,1,1,45,24,4.0,11.25
James Faulkner,Kolkata Knight Riders,2017,1,1,38,24,4.0,9.5
James Faulkner,Mumbai Indians,2013,3,6,84,68,11.2,7.5
James Faulkner,Mumbai Indians,2014,2,0,101,46,7.4,13.65
James Faulkner,Mumbai Indians,2015,1,0,29,18,3.0,9.67
James Faulkner,Mumbai Indians,2016,1,1,40,24,4.0,10.0
James Faulkner,Mumbai Indians,2017,1,2,34,24,4.0,8.5
James Faulkner,Pune Warriors India,2012,1,1,31,24,4.0,7.75
James Faulkner,Pune Warriors India,2013,2,3,52,48,8.0,6.5
James Faulkner,Punjab Kings,2013,2,3,67,47,7.5,8.93
James Faulkner,Punjab Kings,2014,2,2,84,40,6.4,13.12
James Faulkner,Punjab Kings,2015,2,3,67,48,8.0,8.38
James Faulkner,Punjab Kings,2016,2,0,58,36,6.0,9.67
James Faulkner,Punjab Kings,2017,1,0,43,24,4.0,10.75
James Faulkner,Rajasthan Royals,2012,1,2,41,24,4.0,10.25
James Faulkner,Rising Pune Supergiant,2016,2,0,37,24,4.0,9.25
James Faulkner,Rising Pune Supergiant,2017,1,0,30,17,2.5,12.0
James Faulkner,Royal Challengers Bangalore,2013,2,1,63,48,8.0,7.88
James Faulkner,Royal Challengers Bangalore,2014,1,1,42,24,4.0,10.5
James Faulkner,Royal Challengers Bangalore,2015,3,0,85,48,8.0,10.62
James Faulkner,Royal Challengers Bangalore,2017,1,1,15,18,3.0,5.0
James Faulkner,Sunrisers Hyderabad,2013,3,11,64,72,12.0,5.33
James Faulkner,Sunrisers Hyderabad,2014,2,0,47,42,7.0,6.71
James Faulkner,Sunrisers Hyderabad,2015,2,1,57,36,6.0,9.5
James Faulkner,Sunrisers Hyderabad,2017,1,0,24,12,2.0,12.0
James Franklin,Chennai Super Kings,2012,3,3,38,24,4.0,9.5
James Franklin,Deccan Chargers,2012,1,2,18,18,3.0,6.0
James Franklin,Delhi Capitals,2011,1,0,9,6,1.0,9.0
James Franklin,Kolkata Knight Riders,2011,2,2,45,30,5.0,9.0
James Franklin,Pune Warriors India,2011,1,1,32,18,3.0,10.67
James Franklin,Pune Warriors India,2012,2,0,32,24,4.0,8.0
James Franklin,Punjab Kings,2012,1,1,5,6,1.0,5.0
James Franklin,Rajasthan Royals,2011,1,0,4,1,0.1,40.0
James Franklin,Rajasthan Royals,2012,2,0,28,18,3.0,9.33
James Franklin,Royal Challengers Bangalore,2011,1,0,9,6,1.0,9.0
James Hopes,Chennai Super Kings,2008,3,1,109,60,10.0,10.9
James Hopes,Chennai Super Kings,2011,1,0,16,12,2.0,8.0
James Hopes,Deccan Chargers,2011,2,2,65,42,7.0,9.29
James Hopes,Delhi Capitals,2008,1,2,2,6,1.0,2.0
James Hopes,Kolkata Knight Riders,2008,2,1,58,30,5.0,11.6
James Hopes,Kolkata Knight Riders,2011,1,1,25,24,4.0,6.25
James Hopes,Mumbai Indians,2008,1,0,13,12,2.0,6.5
James Hopes,Mumbai Indians,2011,1,1,45,24,4.0,11.25
James Hopes,Pune Warriors India,2011,1,1,26,24,4.0,6.5
James Hopes,Punjab Kings,2011,2,1,70,42,7.0,10.0
James Hopes,Rajasthan Royals,2008,2,3,62,42,7.0,8.86
James Hopes,Royal Challengers Bangalore,2008,2,0,32,18,3.0,10.67
James Hopes,Royal Challengers Bangalore,2011,1,1,25,24,4.0,6.25
James Neesham,Chennai Super Kings,2014,1,1,29,24,4.0,7.25
James Neesham,Chennai Super Kings,2020,1,0,26,18,3.0,8.67
James Neesham,Delhi Capitals,2020,1,1,17,12,2.0,8.5
James Neesham,Kolkata Knight Riders,2014,1,0,26,12,2.0,13.0
James Neesham,Mumbai Indians,2020,1,0,52,24,4.0,13.0
James Neesham,Punjab Kings,2014,1,0,14,6,1.0,14.0
James Neesham,Rajasthan Royals,2020,1,1,40,24,4.0,10.0
James Neesham,Royal Challengers Bangalore,2014,1,0,22,12,2.0,11.0
James Neesham,Royal Challengers Bangalore,2020,1,0,13,12,2.0,6.5
James Pattinson,Chennai Super Kings,2020,1,1,27,24,4.0,6.75
James Pattinson,Delhi Capitals,2020,1,0,37,18,3.0,12.33
James Pattinson,Kolkata Knight Riders,2020,1,2,25,24,4.0,6.25
James Pattinson,Punjab Kings,2020,1,2,28,24,4.0,7.0
James Pattinson,Rajasthan Royals,2020,2,4,59,39,6.3,9.37
James Pattinson,Royal Challengers Bangalore,2020,2,0,86,42,7.0,12.29
James Pattinson,Sunrisers Hyderabad,2020,2,2,58,42,7.0,8.29
Jaskaran Singh,Chennai Super Kings,2010,1,0,16,6,1.0,16.0
Jaskaran Singh,Kolkata Knight Riders,2010,2,3,53,42,7.0,7.57
Jaskaran Singh,Mumbai Indians,2010,2,2,58,30,5.0,11.6
Jaskaran Singh,Punjab Kings,2010,1,1,12,6,1.0,12.0
Jaskaran Singh,Royal Challengers Bangalore,2009,1,0,32,18,3.0,10.67
Jason Behrendorff,Chennai Super Kings,2019,1,2,22,24,4.0,5.5
Jason Behrendorff,Punjab Kings,2019,1,1,35,24,4.0,8.75
Jason Behrendorff,Rajasthan Royals,2019,1,0,31,18,3.0,10.33
Jason Behrendorff,Royal Challengers Bangalore,2019,1,1,49,24,4.0,12.25
Jason Behrendorff,Sunrisers Hyderabad,2019,1,1,28,24,4.0,7.0
Jason Holder,Delhi Capitals,2013,1,0,39,24,4.0,9.75
Jason Holder,Delhi Capitals,2016,1,0,35,24,4.0,8.75
Jason Holder,Delhi Capitals,2020,2,2,96,48,8.0,12.0
Jason Holder,Gujarat Lions,2016,1,0,14,12,2.0,7.0
Jason Holder,Kolkata Knight Riders,2014,1,1,35,18,3.0,11.67
Jason Holder,Mumbai Indians,2020,1,2,25,24,4.0,6.25
Jason Holder,Punjab Kings,2020,1,2,27,24,4.0,6.75
Jason Holder,Rajasthan Royals,2013,2,2,50,48,8.0,6.25
Jason Holder,Rajasthan Royals,2020,1,3,33,24,4.0,8.25
Jason Holder,Royal Challengers Bangalore,2013,1,0,20,6,1.0,20.0
Jason Holder,Royal Challengers Bangalore,2020,2,5,52,48,8.0,6.5
Jason Holder,Sunrisers Hyderabad,2013,2,0,59,42,7.0,8.43
Jason Holder,Sunrisers Hyderabad,2016,2,2,54,42,7.0,7.71
Jasprit Bumrah,Chennai Super Kings,2014,2,0,73,46,7.4,9.86
Jasprit Bumrah,Chennai Super Kings,2018,2,1,62,48,8.0,7.75
Jasprit Bumrah,Chennai Super Kings,2019,4,4,82,90,15.0,5.47
Jasprit Bumrah,Chennai Super Kings,2020,2,3,68,48,8.0,8.5
Jasprit Bumrah,Delhi Capitals,2013,1,0,38,18,3.0,12.67
Jasprit Bumrah,Delhi Capitals,2014,1,0,36,24,4.0,9.0
Jasprit Bumrah,Delhi Capitals,2015,1,1,55,24,4.0,13.75
Jasprit Bumrah,Delhi Capitals,2016,2,3,55,48,8.0,6.88
Jasprit Bumrah,Delhi Capitals,2017,2,3,27,30,5.0,5.4
Jasprit Bumrah,Delhi Capitals,2018,2,1,56,48,8.0,7.0
Jasprit Bumrah,Delhi Capitals,2019,2,3,58,48,8.0,7.25
Jasprit Bumrah,Delhi Capitals,2020,4,7,85,96,16.0,5.31
Jasprit Bumrah,Gujarat Lions,2016,2,3,74,48,8.0,9.25
Jasprit Bumrah,Gujarat Lions,2017,2,2,77,48,8.0,9.62
Jasprit Bumrah,Kolkata Knight Riders,2014,1,0,23,18,3.0,7.67
Jasprit Bumrah,Kolkata Knight Riders,2015,1,1,38,18,3.0,12.67
Jasprit Bumrah,Kolkata Knight Riders,2016,2,0,66,48,8.0,8.25
Jasprit Bumrah,Kolkata Knight Riders,2017,2,4,46,42,7.0,6.57
Jasprit Bumrah,Kolkata Knight Riders,2018,2,2,51,42,7.0,7.29
Jasprit Bumrah,Kolkata Knight Riders,2019,2,2,75,48,8.0,9.38
Jasprit Bumrah,Kolkata Knight Riders,2020,2,3,54,48,8.0,6.75
Jasprit Bumrah,Punjab Kings,2014,2,2,56,48,8.0,7.0
Jasprit Bumrah,Punjab Kings,2016,2,3,39,36,6.0,6.5
Jasprit Bumrah,Punjab Kings,2017,2,2,54,48,8.0,6.75
Jasprit Bumrah,Punjab Kings,2018,2,4,34,48,8.0,4.25
Jasprit Bumrah,Punjab Kings,2019,2,1,61,46,7.4,8.24
Jasprit Bumrah,Punjab Kings,2020,2,5,42,48,8.0,5.25
Jasprit Bumrah,Rajasthan Royals,2014,2,1,53,42,7.0,7.57
Jasprit Bumrah,Rajasthan Royals,2018,2,3,62,42,7.0,8.86
Jasprit Bumrah,Rajasthan Royals,2019,2,3,44,48,8.0,5.5
Jasprit Bumrah,Rajasthan Royals,2020,2,4,58,48,8.0,7.25
Jasprit Bumrah,Rising Pune Supergiant,2016,2,3,59,42,7.0,8.43
Jasprit Bumrah,Rising Pune Supergiant,2017,4,4,117,96,16.0,7.31
Jasprit Bumrah,Royal Challengers Bangalore,2013,1,3,32,24,4.0,8.0
Jasprit Bumrah,Royal Challengers Bangalore,2014,2,2,36,36,6.0,6.0
Jasprit Bumrah,Royal Challengers Bangalore,2015,2,1,91,48,8.0,11.38
Jasprit Bumrah,Royal Challengers Bangalore,2016,2,3,59,48,8.0,7.38
Jasprit Bumrah,Royal Challengers Bangalore,2017,2,1,72,48,8.0,9.0
Jasprit Bumrah,Royal Challengers Bangalore,2018,2,3,50,48,8.0,6.25
Jasprit Bumrah,Royal Challengers Bangalore,2019,2,3,42,48,8.0,5.25
Jasprit Bumrah,Royal Challengers Bangalore,2020,2,3,56,48,8.0,7.0
Jasprit Bumrah,Sunrisers Hyderabad,2014,1,0,24,24,4.0,6.0
Jasprit Bumrah,Sunrisers Hyderabad,2016,2,0,54,42,7.0,7.71
Jasprit Bumrah,Sunrisers Hyderabad,2017,2,4,48,44,7.2,6.67
Jasprit Bumrah,Sunrisers Hyderabad,2018,2,3,57,48,8.0,7.12
Jasprit Bumrah,Sunrisers Hyderabad,2019,2,3,47,42,7.0,6.71
Jasprit Bumrah,Sunrisers Hyderabad,2020,1,2,41,24,4.0,10.25
Javon Searles,Punjab Kings,2018,1,1,52,24,4.0,13.0
Javon Searles,Rajasthan Royals,2018,1,0,13,6,1.0,13.0
Javon Searles,Sunrisers Hyderabad,2018,1,1,24,12,2.0,12.0
Jayant Yadav,Chennai Super Kings,2015,1,1,8,12,2.0,4.0
Jayant Yadav,Chennai Super Kings,2019,1,1,25,18,3.0,8.33
Jayant Yadav,Delhi Capitals,2019,1,0,25,24,4.0,6.25
Jayant Yadav,Delhi Capitals,2020,2,1,43,42,7.0,6.14
Jayant Yadav,Punjab Kings,2016,1,1,23,24,4.0,5.75
Jayant Yadav,Rising Pune Supergiant,2016,1,0,25,24,4.0,6.25
Jayant Yadav,Royal Challengers Bangalore,2015,1,0,2,6,1.0,2.0
Jayant Yadav,Royal Challengers Bangalore,2016,1,0,8,6,1.0,8.0
Jayant Yadav,Sunrisers Hyderabad,2015,1,1,19,24,4.0,4.75
Jayant Yadav,Sunrisers Hyderabad,2016,2,1,69,48,8.0,8.62
Jayant Yadav,Sunrisers Hyderabad,2017,2,0,42,36,6.0,7.0
Jaydev Unadkat,Chennai Super Kings,2011,1,0,11,6,1.0,11.0
Jaydev Unadkat,Chennai Super Kings,2013,1,0,16,12,2.0,8.0
Jaydev Unadkat,Chennai Super Kings,2014,2,3,79,46,7.4,10.68
Jaydev Unadkat,Chennai Super Kings,2018,2,0,73,48,8.0,9.12
Jaydev Unadkat,Chennai Super Kings,2019,2,2,77,42,7.0,11.0
Jaydev Unadkat,Chennai Super Kings,2020,1,0,44,24,4.0,11.0
Jaydev Unadkat,Deccan Chargers,2011,1,2,36,24,4.0,9.0
Jaydev Unadkat,Delhi Capitals,2011,1,1,24,24,4.0,6.0
Jaydev Unadkat,Delhi Capitals,2013,2,7,49,48,8.0,6.12
Jaydev Unadkat,Delhi Capitals,2017,1,2,29,24,4.0,7.25
Jaydev Unadkat,Delhi Capitals,2018,2,4,70,36,6.0,11.67
Jaydev Unadkat,Delhi Capitals,2019,1,0,36,20,3.2,11.25
Jaydev Unadkat,Delhi Capitals,2020,1,2,32,18,3.0,10.67
Jaydev Unadkat,Gujarat Lions,2017,1,3,29,23,3.5,8.29
Jaydev Unadkat,Kochi Tuskers Kerala,2011,1,2,25,24,4.0,6.25
Jaydev Unadkat,Kolkata Knight Riders,2013,2,0,61,48,8.0,7.62
Jaydev Unadkat,Kolkata Knight Riders,2014,1,1,25,24,4.0,6.25
Jaydev Unadkat,Kolkata Knight Riders,2017,2,3,54,42,7.0,7.71
Jaydev Unadkat,Kolkata Knight Riders,2018,3,0,90,48,8.0,11.25
Jaydev Unadkat,Kolkata Knight Riders,2019,1,1,50,24,4.0,12.5
Jaydev Unadkat,Kolkata Knight Riders,2020,1,1,14,12,2.0,7.0
Jaydev Unadkat,Mumbai Indians,2010,1,1,27,24,4.0,6.75
Jaydev Unadkat,Mumbai Indians,2013,2,0,58,48,8.0,7.25
Jaydev Unadkat,Mumbai Indians,2014,2,4,53,36,6.0,8.83
Jaydev Unadkat,Mumbai Indians,2016,1,0,49,18,3.0,16.33
Jaydev Unadkat,Mumbai Indians,2017,3,5,83,72,12.0,6.92
Jaydev Unadkat,Mumbai Indians,2018,2,2,68,48,8.0,8.5
Jaydev Unadkat,Mumbai Indians,2019,2,2,82,48,8.0,10.25
Jaydev Unadkat,Pune Warriors India,2013,1,2,37,24,4.0,9.25
Jaydev Unadkat,Punjab Kings,2010,1,0,32,14,2.2,14.55
Jaydev Unadkat,Punjab Kings,2012,1,0,32,18,3.0,10.67
Jaydev Unadkat,Punjab Kings,2013,1,1,34,24,4.0,8.5
Jaydev Unadkat,Punjab Kings,2014,2,1,34,36,6.0,5.67
Jaydev Unadkat,Punjab Kings,2017,1,2,12,18,3.0,4.0
Jaydev Unadkat,Punjab Kings,2018,2,1,62,48,8.0,7.75
Jaydev Unadkat,Punjab Kings,2019,2,1,92,42,7.0,13.14
Jaydev Unadkat,Punjab Kings,2020,1,0,30,18,3.0,10.0
Jaydev Unadkat,Rajasthan Royals,2010,1,3,26,24,4.0,6.5
Jaydev Unadkat,Rajasthan Royals,2013,2,1,62,42,7.0,8.86
Jaydev Unadkat,Rajasthan Royals,2014,1,0,36,21,3.3,10.91
Jaydev Unadkat,Rajasthan Royals,2015,1,0,30,18,3.0,10.0
Jaydev Unadkat,Royal Challengers Bangalore,2011,2,1,54,30,5.0,10.8
Jaydev Unadkat,Royal Challengers Bangalore,2017,2,3,44,48,8.0,5.5
Jaydev Unadkat,Royal Challengers Bangalore,2018,2,2,62,38,6.2,10.0
Jaydev Unadkat,Royal Challengers Bangalore,2019,1,1,9,6,1.0,9.0
Jaydev Unadkat,Royal Challengers Bangalore,2020,2,0,77,42,7.0,11.0
Jaydev Unadkat,Sunrisers Hyderabad,2013,2,2,53,48,8.0,6.62
Jaydev Unadkat,Sunrisers Hyderabad,2014,1,0,43,24,4.0,10.75
Jaydev Unadkat,Sunrisers Hyderabad,2017,2,6,71,48,8.0,8.88
Jaydev Unadkat,Sunrisers Hyderabad,2018,2,2,61,36,6.0,10.17
Jaydev Unadkat,Sunrisers Hyderabad,2019,2,3,52,42,7.0,7.43
Jaydev Unadkat,Sunrisers Hyderabad,2020,1,1,31,24,4.0,7.75
Jeevan Mendis,Mumbai Indians,2013,1,0,20,12,2.0,10.0
Jeevan Mendis,Sunrisers Hyderabad,2013,1,1,16,18,3.0,5.33
Jerome Taylor,Chennai Super Kings,2011,2,3,57,48,8.0,7.12
Jerome Taylor,Mumbai Indians,2011,1,2,34,24,4.0,8.5
Jerome Taylor,Rajasthan Royals,2011,1,0,22,21,3.3,6.67
Jerome Taylor,Royal Challengers Bangalore,2011,1,1,44,24,4.0,11.0
Jesse Ryder,Chennai Super Kings,2011,1,1,21,12,2.0,10.5
Jesse Ryder,Deccan Chargers,2009,1,1,29,18,3.0,9.67
Jesse Ryder,Delhi Capitals,2011,1,1,34,20,3.2,10.62
Jesse Ryder,Delhi Capitals,2012,1,0,18,6,1.0,18.0
Jesse Ryder,Kochi Tuskers Kerala,2011,1,1,8,12,2.0,4.0
Jesse Ryder,Kolkata Knight Riders,2009,1,0,25,24,4.0,6.25
Jesse Ryder,Mumbai Indians,2011,2,0,26,18,3.0,8.67
Jesse Ryder,Punjab Kings,2009,2,0,47,36,6.0,7.83
Jesse Ryder,Punjab Kings,2011,1,1,9,18,3.0,3.0
Jesse Ryder,Punjab Kings,2012,2,1,37,30,5.0,7.4
Jesse Ryder,Rajasthan Royals,2009,1,2,14,24,4.0,3.5
Jesse Ryder,Rajasthan Royals,2012,1,0,15,6,1.0,15.0
Jesse Ryder,Royal Challengers Bangalore,2011,1,0,20,12,2.0,10.0
Jofra Archer,Chennai Super Kings,2018,1,2,42,24,4.0,10.5
Jofra Archer,Chennai Super Kings,2019,2,3,36,48,8.0,4.5
Jofra Archer,Chennai Super Kings,2020,2,2,46,48,8.0,5.75
Jofra Archer,Delhi Capitals,2018,1,1,31,19,3.1,10.0
Jofra Archer,Delhi Capitals,2019,1,0,31,24,4.0,7.75
Jofra Archer,Delhi Capitals,2020,2,6,43,48,8.0,5.38
Jofra Archer,Kolkata Knight Riders,2018,2,2,76,48,8.0,9.5
Jofra Archer,Kolkata Knight Riders,2019,2,0,42,42,7.0,6.0
