batsman,Bowling Team,Innings,batsman_runs,valid_ball,Strike Rate,not outs,Average
Dinesh Karthik,Chennai Super Kings,23,512,406,126.11,4,26.95
Dinesh Karthik,Deccan Chargers,9,164,121,135.54,2,23.43
Dinesh Karthik,Delhi Capitals,16,439,312,140.71,0,27.44
Dinesh Karthik,Kochi Tuskers Kerala,1,69,33,209.09,0,69.0
Dinesh Karthik,Kolkata Knight Riders,14,352,267,131.84,2,29.33
Dinesh Karthik,Mumbai Indians,21,330,255,129.41,6,22.0
Dinesh Karthik,Pune Warriors India,6,138,141,97.87,1,27.6
Dinesh Karthik,Punjab Kings,22,557,391,142.46,5,32.76
Dinesh Karthik,Rajasthan Royals,21,519,384,135.16,5,32.44
Dinesh Karthik,Rising Pune Supergiant,3,65,51,127.45,0,21.67
Dinesh Karthik,Royal Challengers Bangalore,22,419,356,117.7,2,20.95
Dinesh Karthik,Sunrisers Hyderabad,18,259,225,115.11,2,16.19
Dinesh Salunkhe,Deccan Chargers,1,1,1,100.0,0,1.0
Dinesh Salunkhe,Delhi Capitals,1,26,20,130.0,1,26.0
Dinesh Salunkhe,Punjab Kings,1,6,3,200.0,0,6.0
Dirk Nannes,Deccan Chargers,1,1,2,50.0,1,1.0
Dirk Nannes,Mumbai Indians,1,3,11,27.27,0,3.0
Dishant Yagnik,Chennai Super Kings,5,25,29,86.21,3,12.5
Dishant Yagnik,Deccan Chargers,1,9,3,300.0,1,9.0
Dishant Yagnik,Kolkata Knight Riders,2,26,17,152.94,0,13.0
Dishant Yagnik,Mumbai Indians,4,81,55,147.27,1,27.0
Dishant Yagnik,Pune Warriors India,1,12,8,150.0,0,12.0
Dishant Yagnik,Punjab Kings,1,10,9,111.11,1,10.0
Dishant Yagnik,Royal Challengers Bangalore,2,7,8,87.5,1,7.0
Dishant Yagnik,Sunrisers Hyderabad,1,0,4,0.0,0,0.0
Doddapaneni Kalyankrishna,Punjab Kings,1,3,8,37.5,0,3.0
Dominic Thornely,Deccan Chargers,1,8,18,44.44,0,8.0
Dominic Thornely,Delhi Capitals,1,30,24,125.0,0,30.0
Dominic Thornely,Kolkata Knight Riders,1,1,6,16.67,1,1.0
Dominic Thornely,Royal Challengers Bangalore,1,0,5,0.0,0,0.0
Domnic Joseph,Royal Challengers Bangalore,1,1,3,33.33,0,1.0
