batsman,season,Bowling Team,Innings,batsman_runs,valid_ball,not outs,Average,Strike Rate
George Bailey,2014,Royal Challengers Bangalore,2,17,22,1,17.0,77.27
George Bailey,2014,Sunrisers Hyderabad,2,45,27,1,45.0,166.67
George Bailey,2015,Chennai Super Kings,2,13,10,0,6.5,130.0
George Bailey,2015,Delhi Capitals,2,37,27,0,18.5,137.04
George Bailey,2015,Kolkata Knight Riders,1,60,45,0,60.0,133.33
George Bailey,2015,Mumbai Indians,2,82,50,1,82.0,164.0
George Bailey,2015,Rajasthan Royals,1,24,18,0,24.0,133.33
George Bailey,2015,Royal Challengers Bangalore,2,15,13,0,7.5,115.38
George Bailey,2015,Sunrisers Hyderabad,2,28,27,0,14.0,103.7
George Bailey,2016,Delhi Capitals,1,8,17,1,8.0,47.06
George Bailey,2016,Kolkata Knight Riders,1,33,27,0,33.0,122.22
George Bailey,2016,Punjab Kings,1,9,11,0,9.0,81.82
George Bailey,2016,Royal Challengers Bangalore,1,0,2,0,0.0,0.0
George Bailey,2016,Sunrisers Hyderabad,1,34,40,0,34.0,85.0
Glenn Maxwell,2012,Kolkata Knight Riders,1,3,7,1,3.0,42.86
Glenn Maxwell,2012,Royal Challengers Bangalore,1,3,4,0,3.0,75.0
Glenn Maxwell,2013,Pune Warriors India,1,13,7,1,13.0,185.71
Glenn Maxwell,2013,Punjab Kings,1,0,3,0,0.0,0.0
Glenn Maxwell,2013,Rajasthan Royals,1,23,17,0,23.0,135.29
Glenn Maxwell,2014,Chennai Super Kings,3,198,87,0,66.0,227.59
Glenn Maxwell,2014,Delhi Capitals,2,14,14,0,7.0,100.0
Glenn Maxwell,2014,Kolkata Knight Riders,4,35,36,0,8.75,97.22
Glenn Maxwell,2014,Mumbai Indians,2,47,29,0,23.5,162.07
Glenn Maxwell,2014,Rajasthan Royals,1,89,45,0,89.0,197.78
Glenn Maxwell,2014,Royal Challengers Bangalore,2,31,17,0,15.5,182.35
Glenn Maxwell,2014,Sunrisers Hyderabad,2,138,63,0,69.0,219.05
Glenn Maxwell,2015,Chennai Super Kings,1,6,14,0,6.0,42.86
Glenn Maxwell,2015,Delhi Capitals,1,15,5,0,15.0,300.0
Glenn Maxwell,2015,Kolkata Knight Riders,2,76,48,0,38.0,158.33
Glenn Maxwell,2015,Mumbai Indians,2,18,13,0,9.0,138.46
Glenn Maxwell,2015,Rajasthan Royals,2,8,11,0,4.0,72.73
Glenn Maxwell,2015,Royal Challengers Bangalore,2,11,15,0,5.5,73.33
Glenn Maxwell,2015,Sunrisers Hyderabad,1,11,6,0,11.0,183.33
Glenn Maxwell,2016,Delhi Capitals,2,16,14,0,8.0,114.29
Glenn Maxwell,2016,Gujarat Lions,2,2,5,0,1.0,40.0
Glenn Maxwell,2016,Kolkata Knight Riders,2,72,49,0,36.0,146.94
Glenn Maxwell,2016,Mumbai Indians,2,56,40,0,28.0,140.0
Glenn Maxwell,2016,Rising Pune Supergiant,1,32,14,1,32.0,228.57
Glenn Maxwell,2016,Sunrisers Hyderabad,1,1,2,0,1.0,50.0
Glenn Maxwell,2017,Delhi Capitals,1,0,2,0,0.0,0.0
Glenn Maxwell,2017,Gujarat Lions,2,51,29,1,51.0,175.86
Glenn Maxwell,2017,Kolkata Knight Riders,2,69,39,0,34.5,176.92
Glenn Maxwell,2017,Mumbai Indians,2,87,38,0,43.5,228.95
Glenn Maxwell,2017,Rising Pune Supergiant,2,44,23,1,44.0,191.3
Glenn Maxwell,2017,Royal Challengers Bangalore,2,49,33,1,49.0,148.48
Glenn Maxwell,2017,Sunrisers Hyderabad,2,10,14,0,5.0,71.43
Glenn Maxwell,2018,Chennai Super Kings,2,11,12,0,5.5,91.67
Glenn Maxwell,2018,Kolkata Knight Riders,2,74,40,0,37.0,185.0
Glenn Maxwell,2018,Mumbai Indians,2,35,24,0,17.5,145.83
Glenn Maxwell,2018,Punjab Kings,1,12,10,0,12.0,120.0
Glenn Maxwell,2018,Rajasthan Royals,2,22,17,0,11.0,129.41
Glenn Maxwell,2018,Royal Challengers Bangalore,1,4,6,0,4.0,66.67
Glenn Maxwell,2018,Sunrisers Hyderabad,2,11,11,0,5.5,100.0
Glenn Maxwell,2020,Chennai Super Kings,1,11,7,1,11.0,157.14
Glenn Maxwell,2020,Delhi Capitals,2,33,28,0,16.5,117.86
Glenn Maxwell,2020,Kolkata Knight Riders,1,10,5,1,10.0,200.0
Glenn Maxwell,2020,Mumbai Indians,2,11,20,0,5.5,55.0
Glenn Maxwell,2020,Rajasthan Royals,2,19,14,2,19.0,135.71
Glenn Maxwell,2020,Royal Challengers Bangalore,1,5,6,0,5.0,83.33
Glenn Maxwell,2020,Sunrisers Hyderabad,2,19,25,0,9.5,76.0
Glenn McGrath,2008,Mumbai Indians,1,0,2,0,0.0,0.0
Glenn McGrath,2008,Rajasthan Royals,1,4,3,1,4.0,133.33
Gnaneshwara Rao,2011,Chennai Super Kings,1,19,17,0,19.0,111.76
Graeme Smith,2008,Chennai Super Kings,2,126,95,1,126.0,132.63
Graeme Smith,2008,Deccan Chargers,2,111,88,0,55.5,126.14
Graeme Smith,2008,Delhi Capitals,2,49,48,0,24.5,102.08
Graeme Smith,2008,Kolkata Knight Riders,2,26,31,0,13.0,83.87
Graeme Smith,2008,Mumbai Indians,1,5,9,0,5.0,55.56
Graeme Smith,2008,Royal Challengers Bangalore,2,124,90,1,124.0,137.78
Graeme Smith,2009,Chennai Super Kings,2,32,38,0,16.0,84.21
Graeme Smith,2009,Deccan Chargers,2,1,5,0,0.5,20.0
Graeme Smith,2009,Delhi Capitals,2,44,49,1,44.0,89.8
Graeme Smith,2009,Kolkata Knight Riders,1,15,21,0,15.0,71.43
Graeme Smith,2009,Mumbai Indians,1,19,19,0,19.0,100.0
Graeme Smith,2009,Punjab Kings,2,79,48,0,39.5,164.58
Graeme Smith,2009,Royal Challengers Bangalore,2,22,33,0,11.0,66.67
Graeme Smith,2010,Delhi Capitals,1,18,17,0,18.0,105.88
Graeme Smith,2010,Mumbai Indians,1,26,22,0,26.0,118.18
Graeme Smith,2011,Delhi Capitals,1,12,14,0,12.0,85.71
Graeme Smith,2011,Kochi Tuskers Kerala,1,24,24,0,24.0,100.0
Graeme Smith,2011,Mumbai Indians,1,6,12,0,6.0,50.0
Graeme Smith,2011,Punjab Kings,1,0,1,0,0.0,0.0
Graham Napier,2009,Kolkata Knight Riders,1,15,16,0,15.0,93.75
Gurkeerat Singh,2012,Deccan Chargers,1,29,12,1,29.0,241.67
Gurkeerat Singh,2012,Delhi Capitals,2,34,16,0,17.0,212.5
Gurkeerat Singh,2012,Rajasthan Royals,1,23,24,0,23.0,95.83
Gurkeerat Singh,2013,Chennai Super Kings,2,31,27,0,15.5,114.81
Gurkeerat Singh,2013,Kolkata Knight Riders,2,28,16,1,28.0,175.0
Gurkeerat Singh,2013,Mumbai Indians,2,2,5,0,1.0,40.0
Gurkeerat Singh,2013,Rajasthan Royals,1,10,15,0,10.0,66.67
Gurkeerat Singh,2013,Royal Challengers Bangalore,1,20,20,0,20.0,100.0
Gurkeerat Singh,2013,Sunrisers Hyderabad,1,17,12,0,17.0,141.67
Gurkeerat Singh,2015,Chennai Super Kings,1,15,14,0,15.0,107.14
Gurkeerat Singh,2015,Kolkata Knight Riders,2,15,17,0,7.5,88.24
Gurkeerat Singh,2015,Royal Challengers Bangalore,1,2,3,0,2.0,66.67
Gurkeerat Singh,2015,Sunrisers Hyderabad,1,3,5,0,3.0,60.0
Gurkeerat Singh,2016,Gujarat Lions,1,0,3,0,0.0,0.0
Gurkeerat Singh,2016,Kolkata Knight Riders,1,11,11,0,11.0,100.0
Gurkeerat Singh,2016,Mumbai Indians,1,6,4,1,6.0,150.0
Gurkeerat Singh,2016,Rising Pune Supergiant,1,51,30,0,51.0,170.0
Gurkeerat Singh,2016,Royal Challengers Bangalore,1,18,18,0,18.0,100.0
Gurkeerat Singh,2016,Sunrisers Hyderabad,1,27,20,0,27.0,135.0
Gurkeerat Singh,2019,Delhi Capitals,1,27,19,0,27.0,142.11
Gurkeerat Singh,2019,Rajasthan Royals,1,6,3,0,6.0,200.0
Gurkeerat Singh,2019,Sunrisers Hyderabad,1,65,48,0,65.0,135.42
Gurkeerat Singh,2020,Chennai Super Kings,1,2,2,1,2.0,100.0
Gurkeerat Singh,2020,Kolkata Knight Riders,1,21,26,1,21.0,80.77
Gurkeerat Singh,2020,Mumbai Indians,1,14,11,1,14.0,127.27
Gurkeerat Singh,2020,Rajasthan Royals,1,19,17,1,19.0,111.76
Gurkeerat Singh,2020,Sunrisers Hyderabad,1,15,24,1,15.0,62.5
Halhadar Das,2008,Mumbai Indians,1,2,5,0,2.0,40.0
Hanuma Vihari,2013,Chennai Super Kings,2,5,11,0,2.5,45.45
Hanuma Vihari,2013,Delhi Capitals,2,28,32,1,28.0,87.5
Hanuma Vihari,2013,Kolkata Knight Riders,2,7,15,0,3.5,46.67
Hanuma Vihari,2013,Mumbai Indians,2,66,59,0,33.0,111.86
Hanuma Vihari,2013,Pune Warriors India,2,12,20,0,6.0,60.0
Hanuma Vihari,2013,Punjab Kings,2,51,46,0,25.5,110.87
Hanuma Vihari,2013,Rajasthan Royals,3,24,45,0,8.0,53.33
Hanuma Vihari,2013,Royal Challengers Bangalore,2,48,49,2,48.0,97.96
Hanuma Vihari,2015,Chennai Super Kings,1,8,5,0,8.0,160.0
Hanuma Vihari,2015,Kolkata Knight Riders,1,6,12,0,6.0,50.0
Hanuma Vihari,2015,Mumbai Indians,1,16,9,0,16.0,177.78
Hanuma Vihari,2015,Punjab Kings,1,9,8,0,9.0,112.5
Hanuma Vihari,2019,Kolkata Knight Riders,1,2,3,0,2.0,66.67
Hanuma Vihari,2019,Punjab Kings,1,2,5,0,2.0,40.0
Harbhajan Singh,2008,Chennai Super Kings,1,28,14,0,28.0,200.0
Harbhajan Singh,2008,Punjab Kings,1,0,1,0,0.0,0.0
Harbhajan Singh,2008,Royal Challengers Bangalore,1,2,2,1,2.0,100.0
Harbhajan Singh,2009,Chennai Super Kings,2,5,3,0,2.5,166.67
Harbhajan Singh,2009,Deccan Chargers,2,20,9,0,10.0,222.22
Harbhajan Singh,2009,Delhi Capitals,2,22,13,1,22.0,169.23
Harbhajan Singh,2009,Kolkata Knight Riders,2,24,15,0,12.0,160.0
Harbhajan Singh,2009,Punjab Kings,1,6,5,0,6.0,120.0
Harbhajan Singh,2009,Rajasthan Royals,1,7,8,1,7.0,87.5
Harbhajan Singh,2010,Chennai Super Kings,2,34,24,0,17.0,141.67
Harbhajan Singh,2010,Deccan Chargers,1,49,16,1,49.0,306.25
Harbhajan Singh,2010,Punjab Kings,2,10,8,1,10.0,125.0
Harbhajan Singh,2010,Rajasthan Royals,1,8,6,0,8.0,133.33
Harbhajan Singh,2010,Royal Challengers Bangalore,1,4,6,0,4.0,66.67
Harbhajan Singh,2011,Deccan Chargers,1,17,12,1,17.0,141.67
Harbhajan Singh,2011,Kolkata Knight Riders,2,41,34,1,41.0,120.59
Harbhajan Singh,2011,Pune Warriors India,1,9,3,1,9.0,300.0
Harbhajan Singh,2011,Punjab Kings,1,12,7,0,12.0,171.43
Harbhajan Singh,2011,Rajasthan Royals,2,11,8,2,11.0,137.5
Harbhajan Singh,2011,Royal Challengers Bangalore,1,13,7,0,13.0,185.71
Harbhajan Singh,2012,Chennai Super Kings,2,1,5,0,0.5,20.0
Harbhajan Singh,2012,Delhi Capitals,2,48,34,0,24.0,141.18
Harbhajan Singh,2012,Kolkata Knight Riders,1,1,2,0,1.0,50.0
Harbhajan Singh,2012,Pune Warriors India,2,16,16,0,8.0,100.0
Harbhajan Singh,2012,Punjab Kings,2,4,5,0,2.0,80.0
Harbhajan Singh,2012,Rajasthan Royals,1,18,6,1,18.0,300.0
Harbhajan Singh,2012,Royal Challengers Bangalore,1,20,12,1,20.0,166.67
Harbhajan Singh,2013,Chennai Super Kings,4,60,44,2,30.0,136.36
Harbhajan Singh,2013,Delhi Capitals,1,1,1,1,1.0,100.0
Harbhajan Singh,2013,Kolkata Knight Riders,1,7,2,1,7.0,350.0
Harbhajan Singh,2013,Pune Warriors India,1,4,3,1,4.0,133.33
Harbhajan Singh,2013,Punjab Kings,1,5,8,0,5.0,62.5
Harbhajan Singh,2013,Rajasthan Royals,3,22,12,2,22.0,183.33
Harbhajan Singh,2013,Royal Challengers Bangalore,2,17,9,1,17.0,188.89
Harbhajan Singh,2014,Chennai Super Kings,2,7,4,1,7.0,175.0
Harbhajan Singh,2014,Delhi Capitals,2,12,8,0,6.0,150.0
Harbhajan Singh,2014,Kolkata Knight Riders,1,0,2,0,0.0,0.0
Harbhajan Singh,2014,Royal Challengers Bangalore,1,8,8,0,8.0,100.0
Harbhajan Singh,2014,Sunrisers Hyderabad,1,1,3,0,1.0,33.33
Harbhajan Singh,2015,Chennai Super Kings,3,36,27,2,36.0,133.33
Harbhajan Singh,2015,Delhi Capitals,2,14,14,0,7.0,100.0
Harbhajan Singh,2015,Punjab Kings,1,64,23,0,64.0,278.26
Harbhajan Singh,2015,Royal Challengers Bangalore,2,3,4,0,1.5,75.0
Harbhajan Singh,2015,Sunrisers Hyderabad,1,0,4,0,0.0,0.0
Harbhajan Singh,2016,Delhi Capitals,1,0,1,0,0.0,0.0
Harbhajan Singh,2016,Gujarat Lions,2,11,18,0,5.5,61.11
Harbhajan Singh,2016,Punjab Kings,1,14,10,1,14.0,140.0
Harbhajan Singh,2016,Rising Pune Supergiant,1,45,30,1,45.0,150.0
Harbhajan Singh,2016,Sunrisers Hyderabad,2,22,25,2,22.0,88.0
Harbhajan Singh,2017,Delhi Capitals,1,2,2,0,2.0,100.0
Harbhajan Singh,2017,Gujarat Lions,1,0,1,0,0.0,0.0
Harbhajan Singh,2017,Kolkata Knight Riders,1,1,1,1,1.0,100.0
Harbhajan Singh,2017,Punjab Kings,1,2,4,1,2.0,50.0
Harbhajan Singh,2017,Rising Pune Supergiant,1,7,2,1,7.0,350.0
Harbhajan Singh,2017,Sunrisers Hyderabad,2,4,6,2,4.0,66.67
Harbhajan Singh,2018,Mumbai Indians,1,8,5,0,8.0,160.0
Harbhajan Singh,2018,Punjab Kings,1,19,21,0,19.0,90.48
Harbhajan Singh,2018,Sunrisers Hyderabad,1,2,9,0,2.0,22.22
Harbhajan Singh,2019,Mumbai Indians,1,1,3,0,1.0,33.33
Hardik Pandya,2015,Chennai Super Kings,3,22,12,1,11.0,183.33
Hardik Pandya,2015,Delhi Capitals,2,5,9,0,2.5,55.56
Hardik Pandya,2015,Kolkata Knight Riders,1,61,29,1,61.0,210.34
Hardik Pandya,2015,Royal Challengers Bangalore,2,24,10,1,24.0,240.0
Hardik Pandya,2016,Delhi Capitals,1,2,2,1,2.0,100.0
Hardik Pandya,2016,Gujarat Lions,2,9,14,0,4.5,64.29
Hardik Pandya,2016,Kolkata Knight Riders,1,9,10,0,9.0,90.0
Hardik Pandya,2016,Punjab Kings,1,4,2,0,4.0,200.0
Hardik Pandya,2016,Rising Pune Supergiant,1,9,11,0,9.0,81.82
Hardik Pandya,2016,Royal Challengers Bangalore,1,2,3,1,2.0,66.67
Hardik Pandya,2016,Sunrisers Hyderabad,2,9,21,0,4.5,42.86
Hardik Pandya,2017,Delhi Capitals,2,53,36,1,53.0,147.22
Hardik Pandya,2017,Gujarat Lions,2,10,8,1,10.0,125.0
Hardik Pandya,2017,Kolkata Knight Riders,2,30,13,2,30.0,230.77
Hardik Pandya,2017,Punjab Kings,2,45,17,1,45.0,264.71
Hardik Pandya,2017,Rising Pune Supergiant,4,72,45,1,24.0,160.0
Hardik Pandya,2017,Royal Challengers Bangalore,2,23,13,2,23.0,176.92
Hardik Pandya,2017,Sunrisers Hyderabad,2,17,27,1,17.0,62.96
Hardik Pandya,2018,Chennai Super Kings,2,35,28,2,35.0,125.0
Hardik Pandya,2018,Delhi Capitals,2,29,20,0,14.5,145.0
Hardik Pandya,2018,Kolkata Knight Riders,2,54,33,1,54.0,163.64
Hardik Pandya,2018,Punjab Kings,2,32,25,0,16.0,128.0
Hardik Pandya,2018,Rajasthan Royals,2,40,23,0,20.0,173.91
Hardik Pandya,2018,Royal Challengers Bangalore,2,67,47,1,67.0,142.55
Hardik Pandya,2018,Sunrisers Hyderabad,1,3,19,0,3.0,15.79
Hardik Pandya,2019,Chennai Super Kings,4,77,47,3,77.0,163.83
Hardik Pandya,2019,Delhi Capitals,2,32,17,0,16.0,188.24
Hardik Pandya,2019,Kolkata Knight Riders,1,91,34,0,91.0,267.65
Hardik Pandya,2019,Punjab Kings,2,50,32,0,25.0,156.25
Hardik Pandya,2019,Rajasthan Royals,2,51,26,1,51.0,196.15
Hardik Pandya,2019,Royal Challengers Bangalore,2,69,29,2,69.0,237.93
Hardik Pandya,2019,Sunrisers Hyderabad,2,32,24,0,16.0,133.33
Hardik Pandya,2020,Chennai Super Kings,1,14,10,0,14.0,140.0
Hardik Pandya,2020,Delhi Capitals,3,40,21,1,20.0,190.48
Hardik Pandya,2020,Kolkata Knight Riders,2,39,24,1,39.0,162.5
Hardik Pandya,2020,Punjab Kings,2,38,15,1,38.0,253.33
Hardik Pandya,2020,Rajasthan Royals,2,90,39,2,90.0,230.77
Hardik Pandya,2020,Royal Challengers Bangalore,2,32,28,0,16.0,114.29
Hardik Pandya,2020,Sunrisers Hyderabad,1,28,19,0,28.0,147.37
Hardus Viljoen,2019,Delhi Capitals,2,3,6,1,3.0,50.0
Hardus Viljoen,2019,Royal Challengers Bangalore,1,0,1,0,0.0,0.0
Harmeet Singh,2010,Chennai Super Kings,1,0,1,0,0.0,0.0
Harmeet Singh,2012,Kolkata Knight Riders,1,14,6,0,14.0,233.33
Harmeet Singh,2012,Rajasthan Royals,1,1,1,1,1.0,100.0
Harmeet Singh,2013,Sunrisers Hyderabad,1,3,4,0,3.0,75.0
Harpreet Brar,2019,Delhi Capitals,1,20,12,1,20.0,166.67
Harpreet Singh Bhatia,2011,Rajasthan Royals,1,13,19,0,13.0,68.42
Harpreet Singh Bhatia,2011,Royal Challengers Bangalore,1,1,1,1,1.0,100.0
Harpreet Singh Bhatia,2012,Kolkata Knight Riders,1,6,6,0,6.0,100.0
Harry Gurney,2019,Chennai Super Kings,1,1,5,1,1.0,20.0
Harshal Patel,2012,Deccan Chargers,1,5,5,1,5.0,100.0
Harshal Patel,2012,Delhi Capitals,1,0,1,0,0.0,0.0
Harshal Patel,2012,Kolkata Knight Riders,1,10,9,0,10.0,111.11
Harshal Patel,2014,Mumbai Indians,1,6,2,0,6.0,300.0
Harshal Patel,2014,Punjab Kings,1,6,3,0,6.0,200.0
Harshal Patel,2014,Sunrisers Hyderabad,1,1,2,1,1.0,50.0
Harshal Patel,2015,Chennai Super Kings,3,2,4,0,0.67,50.0
Harshal Patel,2015,Kolkata Knight Riders,1,9,4,1,9.0,225.0
Harshal Patel,2015,Rajasthan Royals,1,6,2,0,6.0,300.0
Harshal Patel,2015,Sunrisers Hyderabad,1,2,2,0,2.0,100.0
Harshal Patel,2018,Chennai Super Kings,1,36,16,1,36.0,225.0
Harshal Patel,2018,Sunrisers Hyderabad,1,24,17,0,24.0,141.18
Harshal Patel,2019,Punjab Kings,1,0,2,0,0.0,0.0
Harshal Patel,2020,Mumbai Indians,1,5,9,0,5.0,55.56
Harshal Patel,2020,Rajasthan Royals,1,16,15,0,16.0,106.67
Hashim Amla,2016,Delhi Capitals,1,1,5,0,1.0,20.0
Hashim Amla,2016,Mumbai Indians,1,0,5,0,0.0,0.0
Hashim Amla,2016,Rising Pune Supergiant,1,30,27,0,30.0,111.11
Hashim Amla,2016,Royal Challengers Bangalore,2,30,26,0,15.0,115.38
Hashim Amla,2016,Sunrisers Hyderabad,1,96,56,0,96.0,171.43
Hashim Amla,2017,Delhi Capitals,2,35,32,1,35.0,109.38
Hashim Amla,2017,Gujarat Lions,2,169,100,0,84.5,169.0
Hashim Amla,2017,Kolkata Knight Riders,1,25,27,0,25.0,92.59
Hashim Amla,2017,Mumbai Indians,1,104,59,1,104.0,176.27
Hashim Amla,2017,Rising Pune Supergiant,1,28,27,0,28.0,103.7
Hashim Amla,2017,Royal Challengers Bangalore,2,59,41,1,59.0,143.9
Hashim Amla,2017,Sunrisers Hyderabad,1,0,1,0,0.0,0.0
Heinrich Klaasen,2018,Chennai Super Kings,1,7,7,0,7.0,100.0
Heinrich Klaasen,2018,Kolkata Knight Riders,1,18,18,1,18.0,100.0
Heinrich Klaasen,2018,Mumbai Indians,1,0,1,0,0.0,0.0
Heinrich Klaasen,2018,Royal Challengers Bangalore,1,32,21,0,32.0,152.38
Heinrich Klaasen,2019,Delhi Capitals,1,3,3,0,3.0,100.0
Heinrich Klaasen,2019,Rajasthan Royals,1,6,6,0,6.0,100.0
Herschelle Gibbs,2008,Chennai Super Kings,2,18,20,0,9.0,90.0
Herschelle Gibbs,2008,Delhi Capitals,1,22,22,0,22.0,100.0
Herschelle Gibbs,2008,Kolkata Knight Riders,1,5,7,0,5.0,71.43
Herschelle Gibbs,2008,Punjab Kings,2,51,43,0,25.5,118.6
Herschelle Gibbs,2008,Rajasthan Royals,1,19,20,0,19.0,95.0
Herschelle Gibbs,2008,Royal Challengers Bangalore,2,52,41,0,26.0,126.83
Herschelle Gibbs,2009,Chennai Super Kings,2,69,57,1,69.0,121.05
Herschelle Gibbs,2009,Delhi Capitals,2,0,6,0,0.0,0.0
Herschelle Gibbs,2009,Kolkata Knight Riders,2,71,60,1,71.0,118.33
Herschelle Gibbs,2009,Mumbai Indians,2,58,49,0,29.0,118.37
Herschelle Gibbs,2009,Punjab Kings,2,39,50,0,19.5,78.0
Herschelle Gibbs,2009,Rajasthan Royals,1,8,10,0,8.0,80.0
Herschelle Gibbs,2009,Royal Challengers Bangalore,3,126,98,1,63.0,128.57
Herschelle Gibbs,2010,Chennai Super Kings,2,63,62,0,31.5,101.61
Herschelle Gibbs,2010,Delhi Capitals,1,31,26,0,31.0,119.23
Herschelle Gibbs,2010,Kolkata Knight Riders,2,69,68,0,34.5,101.47
Herschelle Gibbs,2010,Mumbai Indians,2,44,31,0,22.0,141.94
Herschelle Gibbs,2010,Punjab Kings,1,23,23,0,23.0,100.0
Herschelle Gibbs,2010,Rajasthan Royals,1,25,14,0,25.0,178.57
Herschelle Gibbs,2010,Royal Challengers Bangalore,1,12,10,0,12.0,120.0
Herschelle Gibbs,2012,Kolkata Knight Riders,2,79,82,1,79.0,96.34
Herschelle Gibbs,2012,Royal Challengers Bangalore,1,2,6,0,2.0,33.33
Imran Tahir,2014,Punjab Kings,1,4,4,0,4.0,100.0
Imran Tahir,2014,Rajasthan Royals,1,4,6,0,4.0,66.67
Imran Tahir,2015,Chennai Super Kings,1,2,2,0,2.0,100.0
Imran Tahir,2015,Royal Challengers Bangalore,1,3,4,1,3.0,75.0
Imran Tahir,2016,Mumbai Indians,1,5,7,0,5.0,71.43
Imran Tahir,2017,Delhi Capitals,1,0,2,1,0.0,0.0
Imran Tahir,2018,Mumbai Indians,1,2,2,1,2.0,100.0
Imran Tahir,2020,Mumbai Indians,1,13,10,1,13.0,130.0
Iqbal Abdulla,2008,Delhi Capitals,1,1,2,1,1.0,50.0
Iqbal Abdulla,2010,Chennai Super Kings,1,0,1,1,0.0,0.0
Iqbal Abdulla,2011,Chennai Super Kings,1,3,3,1,3.0,100.0
Iqbal Abdulla,2011,Kochi Tuskers Kerala,1,12,9,1,12.0,133.33
Iqbal Abdulla,2012,Delhi Capitals,1,1,1,1,1.0,100.0
Iqbal Abdulla,2012,Rajasthan Royals,1,1,2,1,1.0,50.0
Iqbal Abdulla,2013,Mumbai Indians,1,6,11,1,6.0,54.55
Iqbal Abdulla,2013,Sunrisers Hyderabad,1,2,3,1,2.0,66.67
Iqbal Abdulla,2015,Chennai Super Kings,1,0,3,0,0.0,0.0
Iqbal Abdulla,2015,Mumbai Indians,1,20,14,0,20.0,142.86
Iqbal Abdulla,2016,Gujarat Lions,1,33,24,1,33.0,137.5
Iqbal Abdulla,2016,Sunrisers Hyderabad,1,4,2,1,4.0,200.0
Iqbal Abdulla,2017,Delhi Capitals,1,5,7,1,5.0,71.43
Irfan Pathan,2008,Chennai Super Kings,3,46,35,1,23.0,131.43
Irfan Pathan,2008,Delhi Capitals,1,10,6,0,10.0,166.67
Irfan Pathan,2008,Kolkata Knight Riders,2,31,30,1,31.0,103.33
Irfan Pathan,2008,Mumbai Indians,2,15,8,1,15.0,187.5
Irfan Pathan,2008,Rajasthan Royals,1,12,19,0,12.0,63.16
Irfan Pathan,2008,Royal Challengers Bangalore,1,17,17,1,17.0,100.0
Irfan Pathan,2009,Chennai Super Kings,1,14,12,0,14.0,116.67
Irfan Pathan,2009,Deccan Chargers,2,27,23,0,13.5,117.39
Irfan Pathan,2009,Delhi Capitals,2,27,18,1,27.0,150.0
Irfan Pathan,2009,Kolkata Knight Riders,2,51,33,1,51.0,154.55
Irfan Pathan,2009,Mumbai Indians,2,7,13,0,3.5,53.85
Irfan Pathan,2009,Rajasthan Royals,2,58,50,0,29.0,116.0
Irfan Pathan,2009,Royal Challengers Bangalore,1,12,9,0,12.0,133.33
Irfan Pathan,2010,Chennai Super Kings,2,83,59,1,83.0,140.68
Irfan Pathan,2010,Deccan Chargers,2,61,30,1,61.0,203.33
Irfan Pathan,2010,Delhi Capitals,2,33,33,0,16.5,100.0
Irfan Pathan,2010,Kolkata Knight Riders,1,22,14,0,22.0,157.14
Irfan Pathan,2010,Mumbai Indians,2,33,20,1,33.0,165.0
Irfan Pathan,2010,Rajasthan Royals,2,25,24,1,25.0,104.17
Irfan Pathan,2010,Royal Challengers Bangalore,2,19,6,1,19.0,316.67
Irfan Pathan,2011,Chennai Super Kings,1,44,34,1,44.0,129.41
Irfan Pathan,2011,Deccan Chargers,2,17,24,0,8.5,70.83
Irfan Pathan,2011,Kochi Tuskers Kerala,2,18,13,1,18.0,138.46
Irfan Pathan,2011,Kolkata Knight Riders,1,9,12,0,9.0,75.0
Irfan Pathan,2011,Mumbai Indians,2,23,19,0,11.5,121.05
Irfan Pathan,2011,Pune Warriors India,1,14,16,0,14.0,87.5
Irfan Pathan,2011,Punjab Kings,1,3,7,0,3.0,42.86
Irfan Pathan,2011,Rajasthan Royals,1,9,5,1,9.0,180.0
Irfan Pathan,2011,Royal Challengers Bangalore,1,13,7,1,13.0,185.71
Irfan Pathan,2012,Chennai Super Kings,1,13,17,1,13.0,76.47
Irfan Pathan,2012,Deccan Chargers,1,5,11,0,5.0,45.45
Irfan Pathan,2012,Kolkata Knight Riders,3,84,45,2,84.0,186.67
Irfan Pathan,2012,Mumbai Indians,1,0,1,0,0.0,0.0
Irfan Pathan,2012,Pune Warriors India,1,15,11,0,15.0,136.36
Irfan Pathan,2012,Punjab Kings,2,24,17,1,24.0,141.18
Irfan Pathan,2012,Rajasthan Royals,1,7,5,1,7.0,140.0
Irfan Pathan,2012,Royal Challengers Bangalore,2,28,19,0,14.0,147.37
Irfan Pathan,2013,Chennai Super Kings,2,6,11,0,3.0,54.55
Irfan Pathan,2013,Kolkata Knight Riders,1,4,7,0,4.0,57.14
Irfan Pathan,2013,Mumbai Indians,1,10,12,0,10.0,83.33
Irfan Pathan,2013,Pune Warriors India,2,28,29,1,28.0,96.55
Irfan Pathan,2013,Punjab Kings,2,15,24,1,15.0,62.5
Irfan Pathan,2013,Rajasthan Royals,1,1,1,1,1.0,100.0
Irfan Pathan,2013,Royal Challengers Bangalore,2,42,18,2,42.0,233.33
Irfan Pathan,2013,Sunrisers Hyderabad,2,36,49,0,18.0,73.47
Irfan Pathan,2014,Kolkata Knight Riders,1,23,19,1,23.0,121.05
Irfan Pathan,2014,Mumbai Indians,1,1,1,1,1.0,100.0
